CodOrgSuperior;OrgSuperior;OrgSubordinado;UnidadeGestora;Data;Favorecido;Valor
40000;MINISTERIO DO TRABALHO;MINISTERIO DO TRABALHO;SECRETARIA DE INSPE��O DO TRABALHO;25/01/2017;DISTRIBUIDORA RIO PURUS LTDA - ME [AUTO POSTO SANTO AFONSO I];7775
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;18 BATALHAO DE TRANSPORTE;03/08/2017;AUTO POSTO CATARINENSE LTDA [POSTO CATARINENSE];2804.93
44000;MINISTERIO DO MEIO AMBIENTE;INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE;INSTITUTO CHICO MENDES - SEDE;24/07/2017;BARROS E PENA LTDA - EPP [POSTO PEDRO HENRIQUE];2415
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;18 BATALHAO DE TRANSPORTE;28/07/2017;AUTO POSTO CATARINENSE LTDA [POSTO CATARINENSE];2348.59
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;18 BATALHAO DE TRANSPORTE;18/07/2017;AUTO POSTO CATARINENSE LTDA [POSTO CATARINENSE];2256.86
44000;MINISTERIO DO MEIO AMBIENTE;INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE;INSTITUTO CHICO MENDES - SEDE;23/11/2017;BARROS E PENA LTDA - EPP [POSTO PEDRO HENRIQUE];2000
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;10 BATALHAO LOGISTICO;14/12/2017;SOBRAL & FILHOS COMERCIO DE COMBUSTIVEIS LTDA;2000
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;36 BATALHAO DE INFANTARIA MOTORIZADO;08/09/2017;PETROARTE REVENDEDORA DE COMBUSTIVEIS LTDA [POSTO ELDORADO];1982.4
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;36 BATALHAO DE INFANTARIA MOTORIZADO;08/09/2017;PETROARTE REVENDEDORA DE COMBUSTIVEIS LTDA [POSTO ELDORADO];1982.4
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;10 BATALHAO LOGISTICO;14/12/2017;SOBRAL & FILHOS COMERCIO DE COMBUSTIVEIS LTDA;1900
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;5 BATALHAO LOGISTICO;05/12/2017;MORAIS & HUKAN LTDA [POSTO DE MOLAS CIDADE NOVA];1700
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESTABELECIMENTO CENTRAL DE TRANSPORTE;17/03/2017;IRMAOS RUSSI LTDA [AUTO POSTO BODANESE];1695.73
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESTABELECIMENTO CENTRAL DE TRANSPORTE;13/03/2017;COMERCIO DE COMBUSTIVEIS CARAVAGIO LTDA [COMERCIO DE COMBUSTIVEIS CARAVAGIO LTDA];1690
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;36 BATALHAO DE INFANTARIA MOTORIZADO;04/09/2017;ANDRADE E URIAS LTDA [POSTO JK];1641.6
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;36 BATALHAO DE INFANTARIA MOTORIZADO;04/09/2017;ANDRADE E URIAS LTDA [POSTO JK];1641.59
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;19 BATALHAO DE CACADORES;08/07/2017;ADMA-AUTO POSTO DE COMBUSTIVEIS LTDA [POSTO AGUIA];1513.98
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;15/11/2017;RENASCENCA AUTO POSTO LTDA [POSTO RIO VERDE];1485.8
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESTABELECIMENTO CENTRAL DE TRANSPORTE;15/10/2017;ANDRADE E URIAS LTDA [POSTO JK];1354.4
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS;18/08/2017;AUTO POSTO CATARINENSE;1349.65
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ACADEMIA MILITAR DAS AGULHAS NEGRAS;03/06/2017;POSTOS PELANDA ALPINO I LTDA [POSTOS PELANDA ALPINO I];1248.58
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;09/10/2017;POSTO PEDRO NECA LTDA [POSTO PEDRO NECA];1230.8
36000;MINISTERIO DA SAUDE;FUNDACAO NACIONAL DE SAUDE;FUNDACAO NACIONAL DE SAUDE - PA;26/08/2017;AUTO POSTO ARCO IRIS LTDA [POSTO ARCO IRIS IV];1200
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS;18/08/2017;POSTO DE MOLAS NOMA LTDA - EPP [POSTO DE MOLAS NOMA];1200
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;18 BATALHAO DE TRANSPORTE;14/07/2017;AUTO POSTO CATARINENSE LTDA [POSTO CATARINENSE];1195.34
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS;02/08/2017;AUTO POSTO CATARINENSE LTDA [POSTO CATARINENSE];1148.71
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;03/09/2017;RODOMAX COMERCIO DE COMBUSTIVEIS LTDA [POSTOS IGUACU];1144.51
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;18 BATALHAO DE TRANSPORTE;13/10/2017;AUTO POSTO CATARINENSE;1115.07
44000;MINISTERIO DO MEIO AMBIENTE;INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE;INSTITUTO CHICO MENDES - SEDE;24/11/2017;BARROS E PENA LTDA - EPP [POSTO PEDRO HENRIQUE];1105
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;31 GRUPO DE ARTILHARIA DE CAMPANHA (ES);05/07/2017;CEREAIS BRAMIL LTDA [POSTO DE VENDAS 34];1093.95
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;18 BATALHAO DE TRANSPORTE;08/10/2017;AUTO POSTO CATARINENSE;1057.27
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;20/10/2017;POSTO MIRIAN;1054.94
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;03/10/2017;COMLUC - COMERCIO DE LUBRIFICANTES E COMBUSTIVEIS LTDA [POSTO CARRETAO];1049.49
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;18/01/2017;M DOS S TELLO SOBRINHO [AUTO POSTO TELLO];1040
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO ACRE;22/05/2017;GONCALVES E FREITAS LTDA [POSTO YACO];1020
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;10 BATALHAO LOGISTICO;07/12/2017;REDE HG COMBUSTIVEIS LTDA. [POSTO ANEL VIARIO];1006.8
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESTABELECIMENTO CENTRAL DE TRANSPORTE;08/09/2017;AUTO POSTO REI DA CAST;1001.78
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA;INST.FED.DA PARAIBA/CAMPUS JOAO PESSOA;19/06/2017;COMERCIO DE COMBUSTIVEIS SAO FELIPE LTDA [POSTO SAO FELIPE];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;02/02/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;04/02/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;06/02/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;07/02/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;13/02/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;27/01/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;28/01/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;23/01/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;24/01/2017;M MARAES DO NASCIMENTO - ME [AUTO POSTO CARAUARI];1000
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;32 GRUPO DE ARTILHARIA DE CAMPANHA;23/11/2017;POSTO PRATAO JARAGUA LTDA [POSTO PRATAO];1000
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;19 BATALHAO DE CACADORES;16/11/2017;JSM COMBUSTIVEIS LTDA;998.96
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESTABELECIMENTO CENTRAL DE TRANSPORTE;19/03/2017;SAO VICENTE COMBUSTIVEIS LTDA [SAO VICENTE AUTO POSTO];995.59
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;27/08/2017;COMLUC - COMERCIO DE LUBRIFICANTES E COMBUSTIVEIS LTDA [POSTO CARRETAO];993
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;19 BATALHAO DE CACADORES;25/11/2017;JSM COMBUSTIVEIS LTDA;990
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;18/01/2017;CACAPAVA COMERCIO DE PETROLEO LTDA [POSTO CACAPAVA];980
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;18/01/2017;CACAPAVA COMERCIO DE PETROLEO LTDA [POSTO CACAPAVA];980
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESTABELECIMENTO CENTRAL DE TRANSPORTE;18/10/2017;SANTANA E CASTRO LTDA [POSTO SAN MARINO IV];967.05
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;18 BATALHAO DE TRANSPORTE;14/07/2017;AUTO POSTO CATARINENSE LTDA [POSTO CATARINENSE];964.67
44000;MINISTERIO DO MEIO AMBIENTE;INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE;INSTITUTO CHICO MENDES - SEDE;27/03/2017;BARROS E PENA LTDA - EPP [POSTO PEDRO HENRIQUE];955
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;18/01/2017;CACAPAVA COMERCIO DE PETROLEO LTDA [POSTO CACAPAVA];950
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DO PARA;UNIVERSIDADE FEDERAL DO PARA;06/07/2017;MARCOS AURELIO DE SOUSA LIMA & LIMA LTDA - ME [TORNEADORA E POSTO DE MOLA UNIAO];944
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;18/01/2017;CACAPAVA COMERCIO DE PETROLEO LTDA [POSTO CACAPAVA];940
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS;03/08/2017;AUTO POSTO PUMA COMERCIO E DERIVADOS DE PETROLEO LTDA - EPP [AUTO POSTO PUMA];924.07
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;52 BATALHAO DE INFANTARIA DE SELVA;05/07/2017;P. M. L. POSTO MADEIREIRO LTDA;906.9
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ACADEMIA MILITAR DAS AGULHAS NEGRAS;07/05/2017;AUTO POSTO E RESTAURANTE CASTELO LTDA [POSTO E RESTAURANTE CASTELO];905
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESTABELECIMENTO CENTRAL DE TRANSPORTE;26/10/2017;SANTANA E CASTRO LTDA [POSTO SAN MARINO IV];876.03
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;5 BATALHAO LOGISTICO;23/11/2017;MORAIS & HUKAN LTDA - ME [POSTO DE MOLAS CIDADE NOVA];876
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;12/04/2017;POSTO 10 LIMITADA [POSTO 10 BR];874.78
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA;INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO;07/07/2017;IRMAOS RUSSI LTDA [POSTO SAO ROQUE - BODANESE III];858.1
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;52 BATALHAO DE INFANTARIA DE SELVA;01/07/2017;P. M. L. POSTO MADEIREIRO LTDA;855.27
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;23 BATALHAO DE CACADORES;25/10/2017;POSTO MOREIRA PEQUENO LIMITADA;836.01
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;19 BATALHAO DE CACADORES;04/07/2017;POSTO GAIVOTA;834.02
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;23 BATALHAO DE CACADORES;25/10/2017;POSTO MOREIRA PEQUENO LIMITADA;830.41
20000;PRESIDENCIA DA REPUBLICA;INSTITUTO NAC. DE COLONIZACAO E REF. AGRARIA;SUPERINTEND.ESTADUAL DO PARA-INCRA/SR-01;20/11/2017;POSTO EXEMPLO COMERCIO LTDA [POSTO DALLAS];800.01
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;9 BATALHAO DE ENGENHARIA DE CONSTRUCAO;26/07/2017;POSTO PLANALTO SERRANOPOLIS LTDA - ME [POSTO PLANALTO];800
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;10/07/2017;AUTO POSTO LEBRINHO;800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;9 BATALHAO DE ENGENHARIA DE CONSTRUCAO;18/07/2017;PETROMAX DERIVADOS DE PETROLEO LTDA [POSTO MAIA];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;30/06/2017;AUTO POSTO MARANHENSE DERIVADOS DE PETROLEO LTDA. [POSTO MARANHENSE];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;04/07/2017;F C OLIVEIRA COMBUSTIVEIS LTDA [FC COMBUSTIVEIS];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;04/07/2017;F C OLIVEIRA COMBUSTIVEIS LTDA [FC COMBUSTIVEIS];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;06/07/2017;AUTO POSTO SAC LTDA. - EPP [POSTO CARVALHO II];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;30/06/2017;AUTO POSTO MARANHENSE DERIVADOS DE PETROLEO LTDA. [POSTO MARANHENSE];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;01/06/2017;POSTO ESTRELA DA BR 101 LTDA [POSTO ESTRELA DA BR 101];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;08/06/2017;R & R CARDOSO VIEIRA LTDA [POSTO LIBORIO];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;2 BATALHAO DE ENGENHARIA DE CONSTRUCAO;21/06/2017;ANTONIO DE ALMEIDA CHAVES [POSTO ALMEIDA];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;15/05/2017;R & R CARDOSO VIEIRA LTDA [POSTO LIBORIO];800
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;20/04/2017;AUTO POSTO LEBRINHO;800
20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PARA;20/03/2017;LEITE & SCARPARO LTDA [POSTO PARANA II];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;11/02/2017;URSO AUTO POSTO LTDA [URSAO AUTO POSTO];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;15/02/2017;AUTO POSTO SABIAZINHO;800
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;20/02/2017;AUTO POSTO CAMILA LTDA [AUTO POSTO CAMILA];800
40000;MINISTERIO DO TRABALHO;MINISTERIO DO TRABALHO;SECRETARIA DE INSPE��O DO TRABALHO;13/02/2017;AUTO POSTO RIBEIRAO LTDA - EPP [AUTO POSTO RIBEIRAO];800
40000;MINISTERIO DO TRABALHO;MINISTERIO DO TRABALHO;SECRETARIA DE INSPE��O DO TRABALHO;16/02/2017;GONCALVES E FREITAS LTDA [POSTO YACO];800
52000;MINISTERIO DA DEFESA;FUNDO DO EXERCITO;2 BATALH�O FERROVI�RIO;09/01/2017;POSTO PAIZAO LTDA;800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;10/09/2017;SANTOS LORENA & CIA LTDA [AUTO POSTO SAO JOSE];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;24/10/2017;POSTO PONTO AZUL LTDA [POSTO PONTO AZUL];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;03/10/2017;AUTO POSTO REAL HOTEL E RESTAURANTE LTDA [TREVAO - AUTO POSTO REAL];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;08/10/2017;MANTOVANI & NEVES AUTO POSTO LTDA. - ME;800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;09/10/2017;ABASTECEDORA DE COMBUSTIVEIS SANTA RITA LTDA [POSTO VALE DO ARAGUAIA];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;21/10/2017;AUTO POSTO MANCOES LTDA [POSTO PLATINAO];800
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;11/10/2017;AUTO POSTO DELARCO;800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO;14/10/2017;POSTO DE SERVICOS DAMO EIRELI;800
52000;MINISTERIO DA DEFESA;FUNDO DO EXERCITO;9 BATALHAO DE INFANTARIA MOTORIZADO;24/10/2017;COMERCIO DE COMBUSTIVEIS AVENIDA LTDA [ABASTECEDORA AVENIDA];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE GOIAS;UNIVERSIDADE FEDERAL DE GOIAS;03/11/2017;LOS PAMPAS COMERCIO DE DERIVADOS DE PETROLEO LTDA - ME [POSTO LOS PAMPAS];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;12/11/2017;POSTO KALILANDIA LTDA [POSTO INTERLAGOS];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;13/11/2017;POSTO REFORCO 6 LTDA [POSTO REFORCO 6];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;16/11/2017;L. C. COMBUSTIVEIS E LUBRIFICANTES LTDA  - ME [POSTO SANTA LUCIA];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;20/11/2017;AUTO POSTO CARRETEIRO LTDA [AUTO POSTO 232];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;19/11/2017;M D COMBUSTIVEIS;800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;31/10/2017;SI COMERCIAL DERIVADOS DE PETROLEO LTDA [POSTO SI];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;26/10/2017;POSTO MOSCHEM LTDA;800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;29/10/2017;AUTO POSTO MANCOES LTDA [POSTO PLATINAO];800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;29/10/2017;RUSSI & RUSSI LTDA [POSTO CIDADE];800
52000;MINISTERIO DA DEFESA;COMANDO DA AERONAUTICA;GRUPAMENTO DE APOIO DE CURITIBA;17/11/2017;BALDESSAR COMERCIO DE COMBUSTIVEIS LTDA [POSTO BALDESSAR];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;23/11/2017;RIBEIRO & FERNANDES LTDA. [POSTO SAO JOAO];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;24/11/2017;RIBEIRO E SILVEIRA LTDA - EPP [POSTO SAO LUIZ];800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;24 BATALHAO DE INFANTARIA LEVE;24/11/2017;RIBEIRO E SILVEIRA LTDA - EPP [POSTO SAO LUIZ];800
20000;PRESIDENCIA DA REPUBLICA;INSTITUTO NAC. DE COLONIZACAO E REF. AGRARIA;SUPERINTEND.ESTADUAL DO PARANA-INCRA/SR-09;27/11/2017;AUTO POSTO GASOSAN LTDA.;800
25000;MINISTERIO DA FAZENDA;RECEITA FEDERAL DO BRASIL;SUPERITENDENCIA REGIONAL DA RFB NA 1A RF;05/12/2017;POSTO PENA BRANCA;800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE GOIAS;UNIVERSIDADE FEDERAL DE GOIAS;04/12/2017;AUTO POSTO OESTE VERDE LTDA;800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;09/12/2017;AUTO POSTO CARRETEIRO LTDA [AUTO POSTO 232];800
26000;MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UNIVERSIDADE FEDERAL DE PERNAMBUCO;06/12/2017;G. RIBEIRO DE C. SILVA [POSTO CORUJAO];800
32000;MINISTERIO DE MINAS E ENERGIA;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS;30/11/2017;AUTO POSTO DELARCO;800
52000;MINISTERIO DA DEFESA;COMANDO DO EXERCITO;2 BATALHAO DE ENGENHARIA DE CONSTRUCAO;11/12/2017;RODRIGAS TRANSPORTES E COMBUSTIVEIS LTDA;800
26000;MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;INST.FED.MATO GROSSO/CAMPUS CUIAB�;09/10/2017;POSTO ALDO JATAI LTDA [POSTO ALDO JATAI];799.98
