OrgSuperior;OrgSubordinado;UnidadeGestora;Portador;Data;Favorecido;Valor
PRESIDENCIA DA REPUBLICA;INSTITUTO NAC. DE COLONIZACAO E REF. AGRARIA;SUPERINTENDENCIA REGIONAL DE SANTAREM - SR-30;AURILEDO DE MELO;21/08/2017;RIO TAPAJOS COMERCIO DE ALIMENTOS EIRELI  - ME [SUPERMERCADO PRECO BAIXO];510.44
PRESIDENCIA DA REPUBLICA;INSTITUTO NAC. DE COLONIZACAO E REF. AGRARIA;SUPERINTENDENCIA REGIONAL DE SANTAREM - SR-30;AURILEDO DE MELO;21/08/2017;RIO TAPAJOS COMERCIO DE ALIMENTOS EIRELI  - ME [SUPERMERCADO PRECO BAIXO];714
PRESIDENCIA DA REPUBLICA;INSTITUTO NAC. DE COLONIZACAO E REF. AGRARIA;SUPERINTENDENCIA REGIONAL DE SANTAREM - SR-30;AURILEDO DE MELO;21/08/2017;RIO TAPAJOS COMERCIO DE ALIMENTOS EIRELI  - ME [SUPERMERCADO PRECO BAIXO];775.56
PRESIDENCIA DA REPUBLICA;INSTITUTO NAC. DE COLONIZACAO E REF. AGRARIA;SUPERINTEND.ESTADUAL DO E.SANTO-INCRA/SR-20;NILSON ALVES;31/07/2017;AUTO SERVICO IRMAOS PIMENTEL LTDA [SUPERMERCADOS PIMENTEL];119
PRESIDENCIA DA REPUBLICA;ADVOCACIA-GERAL DA UNIAO - AGU;SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL;JULIO C P BRONDANI;18/08/2017;BRASAO SUPERMERCADOS S/A [SUPERMERCADO BRASAO];40.35
PRESIDENCIA DA REPUBLICA;ADVOCACIA-GERAL DA UNIAO - AGU;SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL;MILENE O RAMOS;08/08/2017;A. ANGELONI & CIA. LTDA [SUPERMERCADOS ANGELONI];89.25
PRESIDENCIA DA REPUBLICA;ADVOCACIA-GERAL DA UNIAO - AGU;SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL;MARLENE R PAZ;25/08/2017;E.B.DE SOUZA-DISTRIBUIDORA DE BEBIDAS - ME;306
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;SUP. DE ADMINISTRA��O DO MPDG/RR;ISAC NICOLAS;02/08/2017;SUPERMERCADOS DB LTDA;240.6
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ;RICARDO RIBAS;01/08/2017;TOTAL SUPERMERCADO LTDA - EPP;158.4
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ;RICARDO RIBAS;09/08/2017;TOTAL SUPERMERCADO LTDA - EPP;46.44
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ;JURANDIR OLIVEIRA;05/08/2017;MINIMERCADO NOROESTE DE PADUA LTDA - ME [SUPERMERCADO RIO PADUA];44.57
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;LAMIN G S DA SILVA;03/08/2017;COMERCIAL TRIUNFANTE LTDA. - ME [SUPERMERCADO TRIUNFANTE];25.94
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;LAMIN G S DA SILVA;31/07/2017;COMERCIAL TRIUNFANTE LTDA. - ME [SUPERMERCADO TRIUNFANTE];23.81
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;TASSIO SOUZA;25/08/2017;J. VALMIR DE SOUZA - COMERCIO DE ALIMENTOS - ME [MERCANTIL VICTOR];40
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;FABIO CUNHA;18/08/2017;COMERCIAL TRIUNFANTE LTDA. - ME [SUPERMERCADO TRIUNFANTE];24.3
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO AMAZONAS;FABIO CUNHA;25/08/2017;SUPER BRASILEIRO PRODUTOS ALIMENTICIOS LTDA - ME [SUPERMERCADO BRASILEIRO];8
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MARANH�O;PERLA O DOS SANTOS;17/08/2017;LUCINEIDE DA SILVA PORTELA - ME [CASA GARCIA SUPERMERCADO];133.56
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MARANH�O;JOSEANE M SOUSA;14/08/2017;MATEUS SUPERMERCADOS S.A. [HIPER MATEUS];199.54
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PIAUI;RAFAEL COSTA;01/08/2017;PERPETUA M. D. C. MARIANO - EPP [ALTERNATIVO SUPERMERCADO];138.84
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PIAUI;CRISTIANA ALMEIDA;28/07/2017;SUPERMERCADO PI KENO LTDA;36
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO PIAUI;DONADSON P DE SOUSA;27/07/2017;JOAQUIM CIRENIO DA FONSECA & CIA - ME [SUPERMERCADO FONSECA];196.51
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO CEARA;JOAO B CANARIO NETO;09/08/2017;MAJAN CONFEITARIA;313.15
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO CEARA;FRANCISCO C CHAVES;10/08/2017;SUPERMERCADO NOSSA FAMILIA LTDA [SUPERMERCADO NOSSA FAMILIA];240
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO CEARA;JOSE R B TAVARES;22/08/2017;DISTRIBUIDORA DE ALIMENTOS FARTURA S.A. [SUPER MERCADINHOS SAO LUIZ];187.97
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO CEARA;ARTHUR P FROTA;10/08/2017;SENDAS DISTRIBUIDORA S/A;143.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO CEARA;MANOEL F CORREIA;10/08/2017;R & O COMERCIAL DE ALIMENTOS LTDA - ME;298.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO CEARA;FRANCISCO E COSTA;17/08/2017;N.C.LIMA SUPERMERCADOS LTDA;244.42
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA PARAIBA;FELIPE BATISTA;15/08/2017;SUPERMERCADO COMPREMAIS LTDA - EPP [SUPERMERCADO COMPREMAIS];78.81
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA PARAIBA;RAFAEL M DOS SANTOS;16/08/2017;SENDAS DISTRIBUIDORA S/A;271.69
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA PARAIBA;DAVI J C FERREIRA;26/07/2017;MERCADINHO CESTAO LTDA [SUPERMERCADO O CESTAO];92.94
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA PARAIBA;CESAR P DE S ROSA;10/08/2017;LUIZ GUEDES SOBRINHO [GUEDES SUPERMERCADO];193.77
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA PARAIBA;CESAR P DE S ROSA;16/08/2017;LUIZ GUEDES SOBRINHO [GUEDES SUPERMERCADO];154
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;RAFAEL MELLO VIEIRA;16/08/2017;SENDAS DISTRIBUIDORA S/A;79.54
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;GENIVALDO QUEIROZ;01/08/2017;MERCANTIL TAVARES SUPERMERCADO LTDA;141.89
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;LUZINELMA GONCALVES;02/08/2017;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA [SUPERMERCADOS BOMPRECO];160.11
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;LUZINELMA GONCALVES;25/08/2017;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA [SUPERMERCADOS BOMPRECO];160.58
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;ROSIANE BASTOS;03/08/2017;T & F MERCADINHO LTDA [MELO SUPERMERCADO];63.25
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;KARLA VAERIA ANNES;24/08/2017;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA;200.32
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;DALSON HOLANDA;04/08/2017;SUPERMERCADO LEALDADE LTDA;48.56
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;ALINE P O ALMEIDA;04/08/2017;SUPERMERCADO REGENTE LTDA [SUPERMERCADO REGENTE];150.53
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;ALINE P O ALMEIDA;07/08/2017;BONUS SUPERMERCADO LTDA - ME [BONUS SUPERMERCADO];149.5
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;GUSTAVO S ARAUJO;14/08/2017;V & M SUPERMERCADO LTDA - EPP [SUPERMERCADO SANTOS];49.5
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;GUSTAVO S ARAUJO;15/08/2017;GAROA COMERCIO E DISTRIBUICAO DE BEBIDAS LTDA - ME [GAROA];40
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;GUSTAVO S ARAUJO;25/08/2017;GAROA COMERCIO E DISTRIBUICAO DE BEBIDAS LTDA - ME [GAROA];8
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;PABLO HOLLANDA;23/08/2017;CARREFOUR COMERCIO E INDUSTRIA LTDA;182.29
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM PERNAMBUCO;JOAO HELIO B GUERRA;18/08/2017;A V MONTEIRO BORBA LTDA [BORBAO SUPERMERCADO];48.76
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;MANOEL C BARBOSA;08/08/2017;UNI COMPRA SUPERMERCADOS LTDA [UNI COMPRA];51.43
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;MANOEL C BARBOSA;08/08/2017;UNI COMPRA SUPERMERCADOS LTDA [UNI COMPRA];7.26
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;MANOEL C BARBOSA;08/08/2017;UNI COMPRA SUPERMERCADOS LTDA [UNI COMPRA];7.26
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;MANOEL C BARBOSA;22/08/2017;UNI COMPRA SUPERMERCADOS LTDA [UNI COMPRA];160.95
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;JOSE LUIZ O LIMA;02/08/2017;UNI COMPRA SUPERMERCADOS LTDA [UNI COMPRA];65
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;JOSE LUIZ O LIMA;22/08/2017;UNI COMPRA SUPERMERCADOS LTDA [UNI COMPRA];191.54
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;ANTONIO P BEZERRA;08/08/2017;COMERCIAL H DOS ANJOS LTDA [SUPERMERCADO OURO BRANCO];60
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;LUCIANA DE OLVEIRA;15/08/2017;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA;79.2
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;DANIELLY OLIVEIRA;01/08/2017;KI BARATO LTDA [SUPERMERCADO KI BARATO];58.92
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;DANIELLY OLIVEIRA;07/08/2017;SUPER 15 SUPERMERCADOS LTDA [SUPER 15 PENEDO];59.35
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM ALAGOAS;MILENA K A MACEDO;21/08/2017;UNI COMPRA SUPERMERCADOS LTDA [UNI COMPRA];149.84
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;EVERLY F OLDONI;28/07/2017;ECONOMIA DISTRIBUIDORA DE BEBIDAS LTDA [ECONOMIA DISTRIBUIDORA DE BEBIDAS];150
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;LEONARDO A S CRUZ;23/08/2017;COMERCIAL DE ESTIVAS NOBRE LTDA [NOBRE SUPERMERCADO];142.41
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;CLEBSON S BRITO;22/08/2017;COMERCIAL DE ESTIVAS GRANDE RIO LTDA - EPP [SUPERMERCADO GRANDE RIO];120
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;ADERIVALDO L SILVA;01/08/2017;CHAMA SUPERMERCADO LTDA [SUPERMERCADO CHAMA];33.4
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;ADERIVALDO L SILVA;14/08/2017;CHAMA SUPERMERCADO LTDA [SUPERMERCADO CHAMA];47.78
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;MARCOS R PAIXAO P;07/08/2017;SUPERMERCADOS RONDELLI LTDA;96.99
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;RODRIGO C SILVA;11/08/2017;V R PASSOS CACIEL - ME [MASTER SUPERMERCADO];298
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;MARILIA O G MENDONC;24/08/2017;SUPER MACEDO COMERCIAL VAREJISTA DE ALIMENTOS LTDA - EPP;150
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;JANAINA S AZEVEDO;22/08/2017;MERCADINHO OLIVEIRA MIRANDA LTDA - EPP [SUPERMERCADO MIRANDA];200
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;AURINEIS J SANTOS;21/08/2017;S. BOM SUPERMERCADO LTDA [MEGA BOM];199.48
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;DERIVAL A RIBEIRO;27/07/2017;SUPERMERCADOS PAGAO LTDA [SUPERMERCADO PAGAO];126.12
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;MARIA JOSE L SANTOS;27/07/2017;DISBAHIA SUPERMERCADOS;118.81
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;ELIETE O ALMEIDA;08/08/2017;SUPERMERCADOS JAMBO LTDA. [JAMBO SUPERMERCADOS];371.31
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;DIEGO P CARVALHO;16/08/2017;G M COMERCIAL DE BEBIDAS LTDA - ME [DOCE MEL];6.93
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;JOAO REGINALDO NETO;25/08/2017;COMERCIAL JAMBREIRO DE ALIMENTOS LTDA [SUPERMERCADO ATRATIVO];133
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;ERICK P ASSUNCAO;01/08/2017;CFRC COMERCIAL DE ALIMENTOS EIRELI [NOVO MIX PHOC II];345.88
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;ERICK P ASSUNCAO;07/08/2017;O&M COMERCIO E DISTRIBUIDORA DE BEBIDAS LTDA - EPP [JM COMERCIO E DISTRIBUIDORA DE BEBIDAS];153
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;JUNIEL N CRUZ;23/08/2017;SUPERMERCADOS PRAKASA LTDA [SUPERMERCADOS PRAKASA];35.96
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;JUNIEL N CRUZ;27/07/2017;SUPERMERCADOS PRAKASA LTDA [SUPERMERCADOS PRAKASA];118.52
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;LENNON S JEWELL;07/08/2017;J.L. PIMENTEL COMERCIAL DE ALIMENTOS LTDA  - ME [SUPERMERCADO AVENIDA];100.69
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NA BAHIA;ELIAS F SANTOS;03/08/2017;SUESBA COMERCIO DE ALIMENTOS LTDA [ATACADO RONDELLI];200.51
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;ROOSEMARY C A SOUZA;17/08/2017;SUPERMERCADO TEJOTAO DE ARAGUARI LTDA;49.88
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;LUCIANA SANTO CRUZ;22/08/2017;MERCEARIA ESQUINAO DA AVENIDA LTDA [SUPERMERCADO TRES IRMAOS];119.36
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;LUCIANA SANTO CRUZ;22/08/2017;MERCEARIA ESQUINAO DA AVENIDA LTDA [SUPERMERCADO TRES IRMAOS];97.06
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;PEDRO JOSE FREIRE N;25/08/2017;COMERCIAL SUPER SAL LTDA [DITALIA SUPERMERCADO];76.54
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;ANA MARLA M GONCALV;25/08/2017;ANTONIO & BARBOSA LTDA [SUPERMERCADO DUVALE];30.72
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;MARCOS M MEDEIROS;07/08/2017;MINI MERCADO MEDEIROS LTDA [SUPRA SUPERMERCADOS];150
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;FABIANE F SILVA;21/08/2017;COMERCIAL GALA LTDA [CORDEIRO SUPERMERCADOS];149.77
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;ROBERTO G SOUZA   A;04/08/2017;SUPERMERCADO NOVA EUROPA LTDA;99.82
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;ADELIMARCIO LVG  A;22/08/2017;SUPERMERCADO DAS GRACAS EIRELI - EPP [SUPERMERCADO DAS GRACAS];120
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;MATHEUS R B PEREIRA;31/07/2017;SUPERMERCADO CARROSSEL LTDA [CARROSSEL SUPERMERCADOS];157.51
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS;LUIZ S FURTADO    A;21/08/2017;SUPERMERCADO BAHAMAS S/A;92.39
