OrgSuperior;OrgSubordinado;UnidadeGestora;Portador;Data;Favorecido;Valor
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;LUIZ E BRAGA;08/02/2017;WMS SUPERMERCADOS DO BRASIL LTDA.;39.54
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;LUIZ E BRAGA;16/02/2017;WMS SUPERMERCADOS DO BRASIL LTDA.;10.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL;MARCELO C ARGENTA;13/02/2017;SUPERMERCADO DANIELI LTDA. [SUPER DANIELI];36.62
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;EVELINO MARTINS C;21/02/2017;J P LIMA & CIA LTDA - ME [SUPERMERCADO CARVALHO];199.6
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE NO MATO GROSSO;ALINE LEHMKUHL;13/02/2017;DEL MORO & DEL MORO LTDA [DEL MORO SUPERMERCADOS];125.34
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;CARLOS VIEIRA SILVA;09/02/2017;SUPERMERCADO BOM VIZINHO DE ITUMBIARA LTDA [SUPERMERCADO BOM VIZINHO];70
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;RENAN NOGUEIRA JUNI;10/02/2017;REI BOX SUPERMERCADO LTDA - ME [REI BOX SUPERMERCADO];100.98
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;MAURICIO ANDRADE;30/01/2017;CABRAL E MAIA LTDA [CAMPEAO SUPERMERCADOS];119.97
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;FAUSTO F MESQUITA;03/02/2017;RICARDO ANTONIO DOS REIS - ME [SUPERMERCADO BETEL];60
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;GEYSA L M DA COSTA;31/01/2017;RIO VERMELHO SUPERMERCADOS LTDA [RIO VERMELHO ATACADO E VAREJO];86.9
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM GOIAS;VANDERLEY G BRITO;02/02/2017;SANTO EXPEDITO COMERCIAL DE ALIMENTOS LTDA - ME [COMERCIAL SANTO EXPEDITO];80
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;BIANCA M BIANCHINI;10/02/2017;SUPERMERCADO IGUATU LTDA - ME [IGUATU SUPERMERCADOS];27.85
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;BIANCA M BIANCHINI;20/02/2017;SUPERMERCADO IGUATU LTDA - ME [IGUATU SUPERMERCADOS];30.25
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;CELIO COSTA LACERDA;01/02/2017;SUPERMERCADO GIRO LTDA - ME [SUPERMERCADO GIRO];69.54
MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;FUNDACAO INST.BRAS.DE GEOGRAFIA E ESTATISTICA;UNIDADE ESTADUAL DO IBGE EM TOCANTINS;RENATO P O SOUSA;07/02/2017;SUPERMERCADO NETAO LTDA [SUPERMERCADO NETAO];69.48
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO;SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/DF;FABIO F SCHWINGEL;20/02/2017;COFFEE COMERCIO DE ALIMENTOS E CAFETERIA LTDA ME - EPP [BRASILIA COFFEE];150
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO;LABORATORIO NACIONAL AGROPECUARIO/RS;GELSO ANTONIO CE;15/02/2017;COMERCIAL BOM DE ALIMENTOS LTDA.;116
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;EMBRAPA/CPAF-RONDONIA;CICERO MENDES COSTA;13/02/2017;J P DA SILVA SUPERMERCADO - EPP [O BARATAO DO J. P.];14
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;EMBRAPA/CNPASA;LUCIANO C ROCHA;08/02/2017;VALADARES REVENDAS DE BEBIDAS LTDA - ME [AGUA SANTA CLARA];150
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;EMBRAPA/CNPA;JANAINE S SARAIVA;17/02/2017;ALIMENTOS NATURAIS COMERCIAL LTDA - ME [NATURAL ALIMENTOS];70.72
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;EMBRAPA/CNPAF;ANTONIO C DE MOURA;09/02/2017;SUPERMERCADO PRO BRASIL LTDA [SUPERMERCADO PRO BRAZILIAN];88.41
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;EMBRAPA/CNPAF;ANTONIO C DE MOURA;13/02/2017;SUPERMERCADO MOREIRA LTDA [HIPER MOREIRA];43.35
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;EMBRAPA/SPM - ESCRITORIO DE LONDRINA;ANDRE LUIS PAVAN;02/02/2017;CASA VISCARDI SA COMERCIO E IMPORTACAO [SUPERMERSUPERMERCADO VISCARDI FILIAL 3 LONDRINA];36.45
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA;EMBRAPA/SPM - ESCRITORIO DE LONDRINA;ANDRE LUIS PAVAN;31/01/2017;CASA VISCARDI SA COMERCIO E IMPORTACAO [SUPERMERSUPERMERCADO VISCARDI FILIAL 3 LONDRINA];36.68
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;COMPANHIA NACIONAL DE ABASTECIMENTO;CONAB SEDE SUREG GOIAS;LINDOMAR S COSTA;26/01/2017;SANDRA MARIA DE CAMPOS PIRES - ME [SUPERMERCADO CANNAA];32.9
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;COMPANHIA NACIONAL DE ABASTECIMENTO;CONAB SEDE SUREG PARA;PAULO ROGERIO NEVES;08/02/2017;DISTRIBUIDORA BELEM DE ALIMENTOS LTDA.;106.41
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;COMPANHIA NACIONAL DE ABASTECIMENTO;CONAB SEDE SUREG PARA;PEDRO P DOS SANTOS;08/02/2017;NAZARE COMERCIAL DE ALIMENTOS E MAGAZINES LTDA;59.1
MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;COMPANHIA NACIONAL DE ABASTECIMENTO;CONAB SEDE SUREG RONDONIA;CARLOS CELSO;20/02/2017;SUPERMAIS COMERCIO DE ALIMENTOS LTDA - ME [SUPERMAIS SUPERMERCADOS];23.7
MINISTERIO DA FAZENDA;MINISTERIO DA FAZENDA;SUPERINTEND�NCIA DE ADMINISTRA��O DO MF/PR;CELMA B CARVALHO;10/02/2017;DISTRIBUIDORA DE BEBIDAS BORTOLI LTDA - ME [CRISTAL DISTRIBUIDORA];270
MINISTERIO DA FAZENDA;MINISTERIO DA FAZENDA;SUPERINTEND�NCIA DE ADMINISTRA��O DO MF/MT;CELINA CUNHA SILVA;30/01/2017;SUPERMERCADO PAULISTA;23
MINISTERIO DA FAZENDA;RECEITA FEDERAL DO BRASIL;DELEGACIA DA RFB EM SAO LUIS;FRANCISCO FIGUEREDO;21/02/2017;MATEUS SUPERMERCADOS S.A. [MATEUS SUPERMERCADOS];230.4
MINISTERIO DA FAZENDA;RECEITA FEDERAL DO BRASIL;DELEGACIA DA RFB EM MARILIA;ANAILDES S SANTANA;08/02/2017;TAUSTE SUPERMERCADOS LTDA [TAUSTE SUPERMERCADOS];97
MINISTERIO DA FAZENDA;RECEITA FEDERAL DO BRASIL;DELEGACIA DA RFB JULGAMENTO EM FLORIANOPOLIS;NILO DE MARCH;15/02/2017;MUNDIALMIX COMERCIO DE ALIMENTOS LTDA [SUPERMERCADOS IMPERATRIZ LTDA];36.38
MINISTERIO DA FAZENDA;COMISSAO DE VALORES MOBILIARIOS;COMISS�O DE VALORES MOBILI�RIOS;GABRIEL J S MESSIAS;21/02/2017;INTERCONTINENTAL COMERCIO DE ALIMENTOS LTDA;791.12
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE MINAS GERAIS;ESCOLA DE ARQUITETURA/UFMG;VANTUIL C OLIVEIRA;14/02/2017;CARREFOUR COMERCIO E INDUSTRIA LTDA;79.98
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;LENICE F OLIVEIRA;07/02/2017;CARREFOUR COMERCIO E INDUSTRIA LTDA;261.21
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;LENICE F OLIVEIRA;13/02/2017;SUPERMERCADOS SEROPEDICA LTDA;50.08
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;LENICE F OLIVEIRA;20/02/2017;SUPERMERCADOS SEROPEDICA LTDA;311.56
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;LUIZ A T DA ROCHA;20/02/2017;SUPERMERCADOS SEROPEDICA LTDA;947.04
MINISTERIO DA EDUCACAO;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;JOAO LUIZ CRUZ JR;08/02/2017;COMERCIAL GALA LTDA [CORDEIRO SUPERMERCADOS];298.1
MINISTERIO DA EDUCACAO;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI;JOAO LUIZ CRUZ JR;08/02/2017;COMERCIAL GALA LTDA [CORDEIRO SUPERMERCADOS];7.98
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE ALFENAS;UNIVERSIDADE FEDERAL DE ALFENAS;MARISA DE O LOPES;02/02/2017;VITORIO FERREIRA NETO EIRELI [SUPERMERCADO SAO PAULO];169.18
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE ALFENAS;UNIVERSIDADE FEDERAL DE ALFENAS;MARISA DE O LOPES;09/02/2017;VITORIO FERREIRA NETO EIRELI [SUPERMERCADO SAO PAULO];103.8
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE ALFENAS;UNIVERSIDADE FEDERAL DE ALFENAS;MARISA DE O LOPES;09/02/2017;VITORIO FERREIRA NETO EIRELI [SUPERMERCADO SAO PAULO];45.46
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE ALFENAS;UNIVERSIDADE FEDERAL DE ALFENAS;MARISA DE O LOPES;16/02/2017;VITORIO FERREIRA NETO EIRELI [SUPERMERCADO SAO PAULO];218.43
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE ALFENAS;UNIVERSIDADE FEDERAL DE ALFENAS;MARISA DE O LOPES;17/02/2017;VITORIO FERREIRA NETO EIRELI [SUPERMERCADO SAO PAULO];2.16
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;01/02/2017;SUPERMERCADOS REX LTDA;306.48
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;08/02/2017;SUPERMERCADOS REX LTDA;56.88
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;08/02/2017;SUPERMERCADOS REX LTDA [ZAPP FACIL];104.8
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;09/02/2017;SUPERMERCADOS REX LTDA;76.74
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;13/02/2017;SUPERMERCADOS REX LTDA;243.45
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;13/02/2017;SUPERMERCADOS REX LTDA [ZAPP FACIL];16.57
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;16/02/2017;SUPERMERCADOS REX LTDA [ZAPP FACIL];11.44
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;16/02/2017;SUPERMERCADOS REX LTDA [ZAPP FACIL];56.45
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;20/02/2017;INOVAX COMERCIO DE ALIMENTOS E REPRESENTACOES LTDA;337.78
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;27/01/2017;SUPERMERCADOS REX LTDA [SUPERMERCADOS REX];41.74
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;WILSON C DE ABREU;30/01/2017;SUPERMERCADOS REX LTDA [SUPERMERCADOS REX];129.13
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;06/02/2017;INOVAX COMERCIO DE ALIMENTOS E REPRESENTACOES LTDA;133.29
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;06/02/2017;SUPERMERCADOS REX LTDA;317.56
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;07/02/2017;INOVAX COMERCIO DE ALIMENTOS E REPRESENTACOES LTDA;73.32
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;14/02/2017;INOVAX COMERCIO DE ALIMENTOS E REPRESENTACOES LTDA;194.67
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;15/02/2017;SUPERMERCADOS REX LTDA;101.8
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;20/02/2017;SUPERMERCADOS REX LTDA;532.53
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;20/02/2017;SUPERMERCADOS REX LTDA;66.09
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;30/01/2017;INOVAX COMERCIO DE ALIMENTOS E REPRESENTACOES LTDA;36.08
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;30/01/2017;SUPERMERCADOS REX LTDA;331.56
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;30/01/2017;SUPERMERCADOS REX LTDA;65.67
MINISTERIO DA EDUCACAO;UNIVERSIDADE FEDERAL DE LAVRAS;UNIVERSIDADE FEDERAL DE LAVRAS;FABIANA QUEIROZ;30/01/2017;SUPERMERCADOS REX LTDA;9.72
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE DE BRASILIA;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB;RAQUEL B A BOTELHO;02/02/2017;BIG TRANS COMERCIAL DE ALIMENTOS S/A [BIG BOX SUPERMERCADOS];128.29
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE DE BRASILIA;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB;RAQUEL B A BOTELHO;08/02/2017;BIG TRANS COMERCIAL DE ALIMENTOS S/A [BIG BOX SUPERMERCADOS];171.68
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE DE BRASILIA;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB;RAQUEL B A BOTELHO;31/01/2017;BIG TRANS COMERCIAL DE ALIMENTOS S/A [BIG BOX SUPERMERCADOS];393.18
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;08/02/2017;GIRUS MERCANTIL DE ALIMENTOS LTDA;388.96
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;10/02/2017;GIRUS MERCANTIL DE ALIMENTOS LTDA;342.48
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;16/02/2017;GIRUS MERCANTIL DE ALIMENTOS LTDA;145.3
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;16/02/2017;GIRUS MERCANTIL DE ALIMENTOS LTDA;33.17
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;16/02/2017;GIRUS MERCANTIL DE ALIMENTOS LTDA;93.64
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;17/02/2017;GIRUS MERCANTIL DE ALIMENTOS LTDA;108.3
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;20/02/2017;GIRUS MERCANTIL DE ALIMENTOS LTDA;129.24
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;TANIA REGINA KINASZ;21/02/2017;SDB COMERCIO DE ALIMENTOS LTDA [SUPERMERCADOS COMPER];52.58
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUNDA��O UNIVERSIDADE FEDERAL DE PELOTAS;BEATRIZ EINHARDT;08/02/2017;WMS SUPERMERCADOS DO BRASIL LTDA.;33.08
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUNDA��O UNIVERSIDADE FEDERAL DE PELOTAS;BEATRIZ EINHARDT;09/02/2017;PRODUTOS QUINTAL COMERCIO DE PRODUTOS PARA CONFEITARIA LTDA - ME [DOCE GRAO];63
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUNDA��O UNIVERSIDADE FEDERAL DE PELOTAS;BEATRIZ EINHARDT;14/02/2017;SUPERMERCADO GUANABARA S.A.;114.83
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUNDA��O UNIVERSIDADE FEDERAL DE PELOTAS;BEATRIZ EINHARDT;15/02/2017;SUPERMERCADO GUANABARA S.A.;53.45
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUNDA��O UNIVERSIDADE FEDERAL DE PELOTAS;BEATRIZ EINHARDT;16/02/2017;SUPERMERCADO GUANABARA S.A.;40.82
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;FUNDA��O UNIVERSIDADE FEDERAL DE PELOTAS;BEATRIZ EINHARDT;21/02/2017;SUPERMERCADO GUANABARA S.A.;44.77
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;LILIAN V N SANTOS;14/02/2017;SENDAS DISTRIBUIDORA S/A;64.27
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;LILIAN V N SANTOS;21/02/2017;BOMPRECO BAHIA SUPERMERCADOS LTDA [BOMPRECO];43.52
MINISTERIO DA EDUCACAO;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;GILMAR BARROS SILVA;01/02/2017;J MACHADO LANCHONETE L;800
MINISTERIO DA EDUCACAO;HOSPITAL JULIO MULLER;HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT;LAYS F ALMEIDA;06/02/2017;DISTRIBUIDORA DE ALIMENTOS RIO BRANCO LTDA - EPP [SUPERMERCADO RIO BRANCO];100.56
MINISTERIO DA EDUCACAO;HOSPITAL JULIO MULLER;HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT;JOSIANE SOUZA ROSA;09/02/2017;SDB COMERCIO DE ALIMENTOS LTDA;115.39
MINISTERIO DA EDUCACAO;HOSPITAL JULIO MULLER;HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT;JOSIANE SOUZA ROSA;20/02/2017;ERMINIA DOS SANTOS CONCEICAO - ME [SAIAO DOCES E SALGADOS];65
MINISTERIO DA EDUCACAO;HOSPITAL JULIO MULLER;HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT;JOSIANE SOUZA ROSA;20/02/2017;EBS SUPERMERCADOS LTDA.;57.97
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;INST.FED.MINAS GERAIS/CAMPUS BAMBU�;RODRIGO VIE DE MELO;14/02/2017;SUPER MERCADO PAG POUCO LTDA;75.7
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG;INST.FED.DO NORTE DE MG/CAMPUS SALINAS;ANTONIO E OLIVEIRA;17/02/2017;COMERCIAL SUPER SAL LTDA [DITALIA SUPERMERCADO];32.2
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;MARCIA CUNHA;06/02/2017;LIDER COMERCIO E INDUSTRIA LTDA. [SUPERMERCADOS LIDER];151.25
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;MARCIA CUNHA;06/02/2017;LIDER COMERCIO E INDUSTRIA LTDA. [SUPERMERCADOS LIDER];253.7
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;MARCIA CUNHA;08/02/2017;LIDER COMERCIO E INDUSTRIA LTDA. [SUPERMERCADOS LIDER];127.8
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;MAURO DE JESUS PERE;06/02/2017;LIDER COMERCIO E INDUSTRIA LTDA. [SUPERMERCADOS LIDER];169
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;ANDRE A P DE CARVAL;01/02/2017;LIDER COMERCIO E INDUSTRIA LTDA. [SUPERMERCADOS LIDER];169
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;INST.FED.DO RS/CAMPUS OSORIO;MIGUEL LUIZ;10/02/2017;SUPERMERCADOS DALPIAZ LTDA [SUPERMERCADOS DALPIAZ];179.25
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE;IF CATARINENSE - CAMPUS BRUSQUE;DIEGO C MULLER;01/02/2017;SUPERMERCADOS ARCHER SA;157.88
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE;IF CATARINENSE - CAMPUS CAMBORIU;MARCEL A DAOUD;31/01/2017;SUPERMERCADOS IRMAOS UNIDOS LTDA. [SUPERMERCADOS SCHMIT];13.7
MINISTERIO DA EDUCACAO;INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE;IF CATARINENSE - CAMPUS CONC�RDIA;JUCELE GRANDO;08/02/2017;OCTAVIANO ZANDONAI & CIA LTDA [CAITA SUPERMERCADOS];179.7
